,F25,F72,F104,F105,F101,F65,F68,F126,F41,F22,F94,F77,F110,F116,F115,F117,F120,F123,category
F25,1.0,0.9938403997083225,0.0057166000021699245,-0.04214568052628321,0.00226736535994626,0.006422221653784123,-0.03268433235448804,0.38329016932664867,0.03313063999297766,-0.009845626446991503,0.024721229497237162,0.5382913399719415,0.09827595670851146,0.09288631592342332,0.046442672730211375,0.09671004834562735,-0.18141975522773676,0.03384579963887572,0.02298839723474599
F72,0.9938403997083224,1.0,0.028539138950753606,-0.0013413169056706777,-0.00428494925009854,0.031560184294841774,-0.055315942683438764,0.39449706694950126,-0.028686262062316215,-0.019720942460812393,-0.03913633647702252,0.5547453152475174,0.07876192331354771,0.0894291403631734,0.047409119566777416,0.07725374461655424,-0.17241928530820086,0.06369255134961502,0.011246844684029185
F104,0.0057166000021699245,0.028539138950753603,0.9999999999999999,0.14186347558456402,0.08352800816495615,-0.2823522638132007,-0.29433072044624997,-0.20879835158324342,-0.24149649295357917,-0.1296748238576127,-0.2455825084202397,-0.017858095108414844,-0.011764654599396315,-0.012946241752730292,0.0406202561762194,-0.012317739642577324,-0.0055473275985528075,0.08221846943287235,-0.04086421441929721
F105,-0.0421456805262832,-0.001341316905670678,0.14186347558456402,1.0,-0.06621560868425667,0.15297850481149183,-0.09234060959447891,0.04693170515895423,-0.39072198445426176,-0.23232260078877537,-0.4095252315451882,0.20101402489646525,-0.3221764816138929,0.039346223867427144,-0.026657852063640696,-0.32505840948809156,0.0927650336161002,0.35961975683662634,-0.15989146762394219
F101,0.00226736535994626,-0.00428494925009854,0.08352800816495615,-0.06621560868425667,0.9999999999999998,-0.1678510757301532,0.04417200134289221,-0.11546488138507534,0.07877958408540824,0.10973641835661309,0.07704840904157176,-0.03071709672504366,0.05829014244430936,-0.09762987327439016,0.049237409338600664,0.06541795360648871,0.039092467586935686,-0.065497365810046,-0.00269075999064593
F65,0.006422221653784123,0.031560184294841774,-0.2823522638132007,0.15297850481149183,-0.1678510757301532,1.0,0.145536447317862,0.4557295668889807,-0.14821052324722764,0.04909858945524099,-0.1345314492486219,0.22164002670623328,-0.13934437447581524,-0.06282717000818987,-0.13583302821253876,-0.14046062963588582,0.05864662793640775,0.12542581373354383,-0.13378400233213306
F68,-0.03268433235448804,-0.055315942683438764,-0.29433072044624997,-0.09234060959447891,0.04417200134289221,0.14553644731786197,0.9999999999999998,0.1205453757267817,0.6914766808023554,0.07116267368418235,0.6619231612864103,0.13199420192289202,-0.09606749035385954,-0.2050640286058292,-0.2822241126079456,-0.09835244505443541,0.08793085091369701,-0.04491789034862581,-0.14523476012355066
F126,0.38329016932664867,0.3944970669495012,-0.20879835158324342,0.04693170515895423,-0.11546488138507532,0.4557295668889807,0.12054537572678169,1.0,0.03112771641901809,-0.10052259025320076,0.006587124849153062,0.1670534171896897,0.02781450666790569,0.13720464801613316,-0.03151788389247544,0.028357403411484523,-0.14272342955018252,0.0003664964103215735,0.04359773296212544
F41,0.03313063999297766,-0.02868626206231622,-0.24149649295357917,-0.3907219844542617,0.07877958408540824,-0.1482105232472276,0.6914766808023554,0.031127716419018094,1.0,0.1022782975093803,0.9931973320659262,-0.0887261790968435,0.19116492310316016,-0.11307723343080296,-0.16563936830353937,0.18460179881742897,-0.10728265766099393,-0.2804847953135286,0.00994088164057479
F22,-0.009845626446991503,-0.019720942460812393,-0.1296748238576127,-0.23232260078877537,0.1097364183566131,0.04909858945524099,0.07116267368418235,-0.10052259025320075,0.10227829750938029,1.0,0.13100994070355285,0.06975787958797894,0.08137060510687415,-0.014579120337299873,-0.015571667185082868,0.08056248936111311,0.12306109142337027,0.10851727380610127,0.03186756875742278
