,F25,F72,F104,F105,F101,F65,F68,F126,F41,F22,F94,F77,F110,F116,F115,F117,F120,F123,category
F25,1.0,0.9989534985083225,0.039692671586599136,0.07973620547527635,-0.00947809478883952,-0.2378130861006405,0.4814593479592871,0.5528899373503873,0.06035939438582376,0.05504413024391069,-0.28928510156206555,0.06444498533245996,0.1517329297583208,0.097766461721466,0.019468204067239776,0.17232981650763762,0.16138237472732653,0.16138237472732653,0.01589232478373864
F72,0.9989534985083225,1.0,0.028066889904424103,0.08360191689521772,-0.010876258355968739,-0.23756393482684943,0.509140995396391,0.5826927368551604,0.0759393399262983,0.05708913162369587,-0.28424307048013586,0.06822407825812962,0.1586600076204405,0.10105182298730114,0.016712517739018655,0.18043733700011216,0.16835766497253415,0.16835766497253415,0.013480511370121018
F104,0.039692671586599136,0.028066889904424103,1.0,-0.03453019036618731,0.1270897781878561,-0.1602878024784175,-0.20643857552433642,-0.1909242407370845,-0.09244970513171127,-0.00959304980975553,-0.24634631758257697,-0.26811274628378934,0.09736624629641698,0.10175224313120887,0.04603690172853002,0.06530049566685257,0.07846888199181998,0.07846888199181998,0.03772439229583578
F105,0.07973620547527635,0.0836019168952177,-0.03453019036618731,1.0,-0.10163986431098562,0.18729518767868777,0.11324378679746597,0.17162835196529427,0.05497767641894732,0.05286208131779755,-0.09940481433681603,0.19411033992551407,-0.006843175101757947,0.02121823808887414,-0.11877980242804018,-0.026070347133605187,0.10298804267618587,0.10298804267618587,-0.09216906501423203
F101,-0.00947809478883952,-0.010876258355968739,0.1270897781878561,-0.10163986431098562,1.0,-0.11333850829437944,-0.08146508080310497,-0.0036271480885896818,0.0041502618340515844,0.0526935642095847,-0.015549520168479382,-0.10506993124001579,0.059762905284488924,-0.06708233527891083,-0.11485782602961916,0.047176878931818315,-0.06816852752619143,-0.06816852752619143,-0.10837655733899211
F65,-0.2378130861006405,-0.23756393482684945,-0.1602878024784175,0.18729518767868777,-0.11333850829437943,1.0,0.027561966084748587,-0.14743589564997228,0.1898138122814622,-0.06414524944107337,-0.17843498773658908,0.5008565385005723,-0.3689927315305662,-0.24382685791226935,-0.14079103608558066,-0.3618108797175839,-0.13239091628404462,-0.13239091628404462,-0.1291250101583538
F68,0.4814593479592871,0.509140995396391,-0.20643857552433645,0.11324378679746595,-0.08146508080310497,0.027561966084748587,0.9999999999999999,0.7779855473359674,0.580359553097883,0.07772539444674488,-0.19300730576538802,0.09807730695428431,0.2549698492309131,0.19876887913256336,0.14797937786209267,0.2824376428433884,0.2479523585880339,0.2479523585880339,0.12595395559298966
F126,0.5528899373503874,0.5826927368551604,-0.19092424073708447,0.17162835196529425,-0.0036271480885896813,-0.14743589564997228,0.7779855473359675,1.0,0.2840534150714784,0.07618488929144143,-0.11029544691121432,0.0609129761569578,0.21275380902353072,0.06175116841459749,-0.17826110847394966,0.24043603757323714,0.24657709047236467,0.24657709047236467,-0.1608836802706454
F41,0.06035939438582376,0.0759393399262983,-0.09244970513171127,0.05497767641894732,0.004150261834051585,0.1898138122814622,0.5803595530978831,0.2840534150714784,1.0,-0.038241265718048215,-0.2850671355737255,-0.0021422728461675516,0.1571135637172467,0.06049379592438741,0.0430769477743907,0.16501598179829155,0.09842568325340484,0.09842568325340484,0.035015012023633045
F22,0.05504413024391068,0.05708913162369587,-0.00959304980975553,0.05286208131779755,0.0526935642095847,-0.06414524944107337,0.07772539444674488,0.07618488929144143,-0.038241265718048215,1.0,0.04468404694234823,-0.03642738106931199,0.16750196434593187,0.08501353906214032,0.06662349698082616,0.15051873931248813,0.02346236342554071,0.02346236342554071,0.06358720105487276
F94,-0.28928510156206555,-0.28424307048013586,-0.24634631758257697,-0.09940481433681603,-0.015549520168479382,-0.17843498773658906,-0.19300730576538802,-0.11029544691121432,-0.2850671355737255,0.04468404694234823,1.0,0.354142563567827,-0.24250782308265545,-0.15493485277777178,-0.14865283525263875,-0.2293107220789468,-0.14645246653665706,-0.14645246653665706,-0.13418810534431014
F77,0.06444498533245994,0.06822407825812962,-0.26811274628378934,0.19411033992551407,-0.10506993124001579,0.5008565385005723,0.0980773069542843,0.060912976156957795,-0.002142272846167552,-0.03642738106931199,0.35414256356782703,1.0,-0.34766847193351935,-0.18278915063058138,-0.2038230514782408,-0.3288640749992068,-0.027596460582195875,-0.027596460582195875,-0.1766005966500609
F110,0.1517329297583208,0.1586600076204405,0.09736624629641698,-0.006843175101757947,0.05976290528448894,-0.3689927315305662,0.2549698492309131,0.2127538090235307,0.1571135637172467,0.16750196434593187,-0.2425078230826554,-0.34766847193351935,1.0,0.4915212399640361,0.3825496431843443,0.9858697900641372,0.2549276966313683,0.2549276966313683,0.40139466410107816
F116,0.097766461721466,0.10105182298730113,0.10175224313120887,0.021218238088874138,-0.06708233527891083,-0.24382685791226935,0.19876887913256333,0.0617511684145975,0.0604937959243874,0.08501353906214032,-0.15493485277777178,-0.1827891506305814,0.49152123996403607,1.0,0.6152343628727702,0.4724459145918544,0.2728953541144721,0.2728953541144721,0.665154153115422
F115,0.019468204067239776,0.01671251773901866,0.04603690172853001,-0.11877980242804019,-0.11485782602961915,-0.14079103608558063,0.14797937786209267,-0.17826110847394966,0.0430769477743907,0.06662349698082616,-0.14865283525263873,-0.20382305147824079,0.3825496431843443,0.6152343628727702,1.0,0.3872993297774364,0.11245291641378996,0.11245291641378996,0.8863377463611184
F117,0.17232981650763765,0.1804373370001122,0.06530049566685257,-0.026070347133605183,0.047176878931818315,-0.3618108797175839,0.28243764284338846,0.24043603757323712,0.16501598179829152,0.15051873931248813,-0.2293107220789468,-0.3288640749992067,0.9858697900641372,0.4724459145918544,0.3872993297774364,1.0,0.2818288136850321,0.2818288136850321,0.40458934909561156
F120,0.16138237472732653,0.16835766497253415,0.07846888199181998,0.10298804267618587,-0.06816852752619144,-0.13239091628404465,0.2479523585880339,0.24657709047236467,0.09842568325340485,0.02346236342554071,-0.14645246653665706,-0.027596460582195875,0.2549276966313683,0.2728953541144721,0.11245291641378996,0.2818288136850321,0.9999999999999998,0.9999999999999998,0.10680077704719075
F123,0.16138237472732653,0.16835766497253415,0.07846888199181998,0.10298804267618587,-0.06816852752619144,-0.13239091628404465,0.2479523585880339,0.24657709047236467,0.09842568325340485,0.02346236342554071,-0.14645246653665706,-0.027596460582195875,0.2549276966313683,0.2728953541144721,0.11245291641378996,0.2818288136850321,0.9999999999999998,0.9999999999999998,0.10680077704719075
category,0.015892324783738636,0.013480511370121016,0.03772439229583579,-0.09216906501423201,-0.10837655733899211,-0.1291250101583538,0.1259539555929897,-0.16088368027064537,0.035015012023633045,0.06358720105487274,-0.13418810534431014,-0.1766005966500609,0.40139466410107816,0.665154153115422,0.8863377463611184,0.40458934909561156,0.10680077704719076,0.10680077704719076,1.0
