,F25,F72,F104,F105,F101,F65,F68,F126,F41,F22,F94,F77,F110,F116,F115,F117,F120,F123,category
F25,0.9999999999999998,0.947234361033747,-0.028788680251537847,0.020171812821178955,-0.03960664605761128,0.10498375915216263,-0.01828118229951008,0.17419714602377012,-0.030165385489171415,0.041847116910345955,-0.010482190097706741,0.4057447419841689,0.025177209908629632,0.04960686826759967,0.1205015864828774,0.025177209908629646,0.06358351784542253,0.06358351784542253,0.09507184678257434
F72,0.947234361033747,0.9999999999999999,-0.029889299057870217,0.010772797882929891,-0.036753813448295126,0.09487573348981801,-0.015059152007661811,0.1898101901361374,-0.024970212565018003,0.0518545390144575,-0.0040158667953502265,0.40794789695208067,-0.006466709683975276,0.020128665313965028,0.08719720934064165,-0.006466709683975259,0.05043284223217147,0.05043284223217147,0.06732851074820284
F104,-0.028788680251537847,-0.029889299057870217,1.0,0.04373945574634247,0.07406041390622835,0.0409017508556375,-0.16251006107411833,0.13781971607069762,-0.1327428204443685,0.05115779204554516,-0.16058154232432978,-0.014522880856809896,-0.15201721229515539,-0.08757590947962916,-0.1839610447246904,-0.15201721229515533,4.588898215254603e-05,4.588898215254603e-05,-0.15322257562856179
F105,0.020171812821178955,0.010772797882929891,0.04373945574634247,1.0,-0.07985539643983218,0.06433354659476885,0.08175924528972596,0.045462568629770835,0.07655258250354346,0.13626963561483443,0.06950172918843868,0.03082809881934488,0.15901128977387183,0.26136026392595857,0.1018563707697903,0.15901128977387186,0.1388830876386009,0.1388830876386009,0.09965554990405015
F101,-0.03960664605761128,-0.036753813448295126,0.07406041390622835,-0.07985539643983218,0.9999999999999998,-0.12452505567578337,-0.004391304994600579,-0.06510381534109164,0.003626793182423243,0.049185634803504824,0.0013009158802988492,-0.12478622858534295,-0.0652297794809735,-0.09065458090345582,-0.022583516438820356,-0.06522977948097351,-0.05056612547817157,-0.05056612547817157,-0.03687144550794571
F65,0.10498375915216261,0.09487573348981802,0.0409017508556375,0.06433354659476885,-0.12452505567578337,1.0,0.19178574298297385,0.7807894083995163,0.17115287520344627,0.0357393823604448,0.1747680782845856,0.14213145320144516,-0.070688598688436,0.020518753907156646,-0.008679724768048156,-0.07068859868843595,-0.06058490340449199,-0.06058490340449199,-0.007219551837185786
F68,-0.01828118229951008,-0.015059152007661811,-0.16251006107411833,0.08175924528972596,-0.004391304994600579,0.19178574298297388,1.0,0.06269273749686627,0.9749227118879518,-0.028078058579033588,0.9950771584022257,0.1017473628152435,0.030715782240373003,0.035310155486514776,0.017043815649093765,0.030715782240373017,-0.008095771140597624,-0.008095771140597624,0.013996519067235171
F126,0.17419714602377015,0.18981019013613742,0.13781971607069762,0.045462568629770835,-0.06510381534109164,0.7807894083995163,0.06269273749686625,1.0,0.050105867556819825,0.05888097174170651,0.050676082885224225,0.17819026505415003,-0.08818347498695533,-0.008169854502054166,-0.015872333140635297,-0.08818347498695533,-0.04142579492736966,-0.04142579492736966,-0.012983682108404422
F41,-0.03016538548917141,-0.024970212565018003,-0.13274282044436853,0.07655258250354346,0.003626793182423243,0.17115287520344627,0.9749227118879518,0.05010586755681982,1.0,-0.023681770700979092,0.9765386274552191,0.10843490098003149,0.026906738973527362,0.023558283464185786,0.0008366006766879894,0.02690673897352737,-0.006012724915265211,-0.006012724915265211,0.0006109561342340973
F22,0.041847116910345955,0.0518545390144575,0.05115779204554516,0.13626963561483443,0.049185634803504824,0.0357393823604448,-0.028078058579033584,0.058880971741706506,-0.023681770700979096,1.0,-0.028662380796236234,0.11086061648751419,-0.10321076245695272,0.022186641988834816,-0.0926281786699312,-0.10321076245695276,0.3742309498906831,0.3742309498906831,-0.06378195528961027
