,F23,F25,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F61,F62,F64,F65,F66,F67,F68,F69,F70,F72,F73,F74,F77,F79,F83,F84,F88,F94,F95,F101,F102,F103,F104,F105,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,category
F23,1.0,-0.36110378878354166,-0.09933046309737985,0.04600914965340214,0.021573064016039496,,0.04482239952051913,0.04511878970562864,0.04925016883466853,0.0029911755208405157,-0.027910886248557858,0.03292212212927143,-0.0034773392109922574,0.013547081589235501,0.02524338192398355,-0.035003784636079095,0.20749864190086006,0.12437900826937008,0.3161783476123913,-0.34040939068037457,0.02171572561959602,-0.3982429758233223,0.22415221271064792,0.38597416740445634,-0.2692921008574735,0.03635444904504285,-0.38328794211256473,0.38597416740445634,0.07368396292702618,0.4140627952669337,0.10659890397661773,0.370817134064254,0.1102262589655052,0.3241238260805911,-0.156101186895627,0.3038724771137844,0.34437777335019154,-0.1780177399917054,0.00109381905980657,0.007492939033114173,0.11191797953592594,0.46070907681756557,-0.08408499771415355,0.11022625896550517,0.32412382608059104,0.07401643435214735,-0.05949599225566307,-0.09107668047707745,-0.0648764216803431,-0.08066677280176039
F25,-0.36110378878354166,1.0,-0.014596851167584099,0.05438859043787794,0.043109909653024525,,0.056833462613098074,0.04843109284945976,0.06728440732504613,0.1537271341263759,0.14728225434476794,0.06210715380441399,0.1600393986939907,0.13814504648068202,0.13609522665936113,0.3998001717442397,-0.1170034436056032,-0.3505806661803692,-0.412666771187399,-0.0357554069135589,0.20157360799693214,0.1250807498446772,-0.1599412077488654,-0.6891751872708828,0.9081613715547715,-0.08864973651706953,0.7377525384149834,-0.6891751872708828,-0.06508980797488549,-0.886456711113769,-0.7707154348539271,-0.6813217819180207,-0.5030912195086219,-0.5048458481997048,0.31276287937560787,-0.43223886047983867,-0.6010289549199007,-0.2052893784406349,0.13068186579651256,0.21811914438599483,-0.13202275684889503,-0.5125056527745498,0.3614224090731759,-0.5030912195086225,-0.5048458481997038,-0.06415522945871774,0.3058994146416328,0.3023183725985494,0.17367497073340563,0.24203923799788535
F34,-0.09933046309737985,-0.014596851167584099,0.9999999999999998,0.00484870834631116,0.03506015114222822,,0.011888358468066584,-0.004378435868717516,-0.04280863864757223,-0.06279599710116869,-0.05885376235880745,0.00133091789634159,-0.06461619771244899,-0.05689293139611483,-0.0069421278244020295,0.06935830841087223,0.04927539319891989,-0.035889037958054586,0.21332858191467244,-0.20449612159871242,0.070573965805186,-0.20210713306243375,0.022503924770423858,-0.038120429084434894,-0.0550042311875322,0.03459761859508727,0.01258406712867905,-0.038120429084434894,-0.16160422477368963,-0.0205930625914213,-0.04896820897498348,-0.03838715395567152,-0.020709016979076924,0.14681502662949886,0.11698272968736297,0.2801068293229044,0.27372072447467877,-0.21290192354731408,-0.6730070826575524,-0.06923184302144282,-0.0699533314521882,-0.08849004369492114,0.013645558819061331,-0.020709016979077614,0.14681502662949947,-0.16190463030441107,-0.03980083055387245,0.05852212643205814,-0.08633125823924691,0.04320525510811956
F35,0.046009149653402144,0.05438859043787795,0.00484870834631116,1.0,0.5047600046497456,,0.9820455100010629,0.9706549574052116,0.8703035836682543,0.34362037249042615,0.2849886019620313,0.12370053422913087,0.3472242843327639,0.3243947528519794,0.18951762726122715,0.1557253154099441,0.08538257883159214,0.04057125516209366,0.09349761112622838,0.07664138736124344,-0.013095436333027396,0.10937234357631684,-0.01231066834072351,-0.1358376585052558,-0.0007912655516580298,-0.6085239242151943,0.012209499814174532,-0.1358376585052558,0.012379117507684776,-0.1435025165311791,-0.15105272532159217,-0.14308198353822468,-0.07393596458093507,-0.0658027961341107,0.07613347605592805,-0.03259242819830735,-0.07500348505344058,-0.09036711793937864,0.0316618030713106,-0.0033889869603387314,-0.10983807656729237,-0.061068301787283466,0.08970769433272542,-0.07393596458093545,-0.06580279613411069,0.012247672173659688,0.08401425907449525,0.10314035796469731,0.14674774753773337,0.21567963781715874
F36,0.021573064016039496,0.043109909653024525,0.03506015114222821,0.5047600046497456,1.0,,0.6585461937871491,0.2823541137889093,0.28240361738163533,0.27886628196602786,0.2617950426108479,0.1238106255211601,0.28926016100843244,0.2524980990938469,0.17462303624594483,0.14677677007351028,0.274806439801272,-0.0003014765849793555,0.0341524115816937,0.02682089920014725,-0.026547946710187394,0.0731417943069817,0.033007343517310196,-0.15046791088659328,-0.0019540176943417835,-0.11350714791119525,0.011671563705789303,-0.15046791088659328,0.019406056695344478,-0.13501560376076321,-0.14211049812493015,-0.16815918557579618,-0.07717302907000267,-0.06205174574309092,0.022457952644477145,-0.0350866301087309,-0.06995901694564945,-0.07306307950872117,-0.04095505370202823,0.04255661195356502,-0.2719307973990337,-0.09824926597127234,0.10191895557958493,-0.07717302907000269,-0.06205174574309084,0.01928987216574639,0.07136684785970551,-0.014757503800004143,0.015925047991423795,0.025502280682869385
F37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F38,0.04482239952051913,0.05683346261309807,0.011888358468066584,0.9820455100010629,0.6585461937871491,,1.0,0.9078628545386851,0.8203931007506573,0.3604878896717061,0.3056455762107139,0.13489079368764142,0.3659008996066988,0.33796598020188334,0.20337016126509314,0.1678268463473013,0.13448381486822475,0.03530181284406914,0.08896902298061642,0.07267261247007865,-0.017217250244718617,0.11132787362376785,-0.003518792439089027,-0.1512965357194341,-0.0011167823696875607,-0.5552804448392101,0.013194074440947,-0.1512965357194341,0.015032120391960252,-0.15460159810144766,-0.16273385149917133,-0.1614777151784146,-0.08131739809255674,-0.07092298425263148,0.0712764299985879,-0.03607952841176105,-0.0806715565096272,-0.09474300685163548,0.018651225395094756,0.006345375108972049,-0.15517431422162842,-0.0747058002999421,0.10047390029182016,-0.08131739809255714,-0.07092298425263135,0.014892144621509127,0.08883427923039196,0.08668695901546543,0.13140629608525714,0.19359003253107188
F39,0.045118789705628645,0.04843109284945977,-0.004378435868717516,0.9706549574052116,0.2823541137889093,,0.9078628545386851,0.9999999999999999,0.8884692474389858,0.3041700533082897,0.2437701234891076,0.10297439005524044,0.3052795522846458,0.2901506278102636,0.16195990690531586,0.13216477386204284,0.018330391292962635,0.04516939480464769,0.09438684816605661,0.07769744240196037,-0.007157091319159555,0.10116668811827667,-0.02287520295506249,-0.10903608454416568,-0.00033497890060954456,-0.6446118401636023,0.010316665069632738,-0.10903608454416568,0.00835057319028605,-0.1218582904253652,-0.1282721623004198,-0.11215822628397826,-0.06066450992991782,-0.05583871037726075,0.07834839558079028,-0.02644481087545504,-0.06386040076610569,-0.08006877477801855,0.0465934179195577,-0.015620971709293972,-0.046307990194798976,-0.04049396281912436,0.07129765739512663,-0.06066450992991792,-0.055838710377260826,0.008236867889695135,0.07348158132863505,0.11872723080726685,0.15863941717080857,0.23257309914220028
F40,0.04925016883466853,0.06728440732504613,-0.04280863864757223,0.8703035836682542,0.2824036173816353,,0.8203931007506574,0.8884692474389858,1.0,0.31101694606034974,0.21008634158689798,0.14354284304024456,0.3037262833512693,0.31050288475312343,0.20083005047257418,0.2420402839396908,-0.01588826438610657,0.06670046645165688,0.21722956028951232,0.10244850455087433,-0.0049553934438985835,0.10811536701917984,-0.02528564548394843,-0.1007328887745763,0.016709579905190366,-0.6761433992534878,0.01079533211057384,-0.1007328887745763,0.0029508564704223738,-0.12791382623072797,-0.13464446884468137,-0.10518018382058998,-0.059976862357734785,-0.051714743802754745,0.05526243726626481,-0.007912316462464215,-0.051947556333851896,-0.08253611615348826,0.0639366006406431,-0.021313462174853325,-0.021984367905473284,-0.020721561880955988,0.04999615893796062,-0.059976862357734965,-0.051714743802754704,0.0028258750506689316,0.05972375047660811,0.10501379141116331,0.1658142582080894,0.24233287703648332
F41,0.0029911755208405152,0.1537271341263759,-0.06279599710116869,0.34362037249042615,0.27886628196602786,,0.3604878896717061,0.30417005330828967,0.31101694606034974,1.0,0.7492617044865075,0.1576237618649738,0.9884779763378782,0.9723150537186805,0.38370681076771995,0.2686489039843843,0.03930524272036888,0.05274047646989635,0.02624014482922278,0.15170732171877901,-0.006935158839638003,0.18151542493133627,-0.0019621949229660443,-0.2536879247266698,0.0452663911701967,-0.2979603251078069,0.145587100594318,-0.2536879247266698,-0.028731410631029353,-0.27833195630162433,-0.3114638648565352,-0.25370819229078295,-0.1563541400437874,-0.1532661562311187,0.038615165959183836,-0.10804199551119217,-0.17640003964300927,-0.14277537270793406,0.014893571363901298,0.015178285143439529,-0.08231890897087085,-0.18743232247472724,0.17648582661119255,-0.15635414004378786,-0.15326615623111856,-0.025989793552890408,0.2050062946460828,0.21009611724429517,0.17218938925968427,0.22787816477831077
