,F25,F72,F104,F105,F101,F65,F68,F126,F41,F22,F94,F77,F110,F116,F115,F117,F120,F123,category
F25,1.0,0.9081613715547715,-0.2052893784406349,0.13068186579651256,0.31276287937560787,-0.412666771187399,0.1250807498446772,0.4304479326755002,0.1537271341263759,-0.32768758784942686,-0.5030912195086219,-0.6891751872708828,0.3614224090731759,0.17367497073340563,0.3023183725985494,0.2905918385161796,-0.08135421640868684,-0.08135421640868684,0.24203923799788535
F72,0.9081613715547715,0.9999999999999998,-0.14351608794105952,0.13968708305702138,0.20265522401876587,-0.27858706696577046,0.010554840047630612,0.40869186343621744,0.0452663911701967,-0.2543694235981335,-0.3820023901634117,-0.3703640840905574,0.1716480974365709,0.10091650468213695,0.15785604406031217,0.12008280603012468,-0.03178509006962839,-0.03178509006962839,0.09836268841657864
F104,-0.20528937844063488,-0.14351608794105952,1.0,0.32403674882793415,-0.31912383169253106,-0.38992585812035313,0.4214828296260881,-0.20288819374769193,-0.14277537270793406,0.10590691368768776,-0.09184330552836337,0.2338020575286798,-0.2798062073238137,0.25877488886578903,-0.2151929814515247,-0.24333992986788403,-0.1596346729854488,-0.1596346729854488,-0.19866345745934935
F105,0.13068186579651256,0.13968708305702138,0.3240367488279342,1.0,-0.23150263436385246,-0.4045426494666805,0.3533359128844311,0.07022928704622527,0.014893571363901298,0.1702571283476672,-0.1594196252194313,-0.0750621436131816,0.0483279156533943,0.34449664405482283,0.04460215050988778,-0.022616385570623315,-0.12616675281780373,-0.12616675281780373,0.03947676043060039
F101,0.3127628793756079,0.20265522401876587,-0.3191238316925311,-0.23150263436385246,1.0,-0.09398423917440042,-0.1264126630005935,0.0890961722703517,0.03861516595918383,-0.09878598826588629,-0.13186407982936685,-0.37128414032053536,0.21175263042815445,-0.2189995810953934,0.10103378829667439,0.14394050315491458,0.23113812914478363,0.23113812914478363,0.11118447836374702
F65,-0.41266677118739903,-0.27858706696577046,-0.38992585812035313,-0.40454264946668056,-0.09398423917440041,1.0,-0.3931595866907998,0.07894548929708164,0.02624014482922278,0.18471894535001596,0.6393195388045021,0.4603629586783288,-0.21959410600345675,-0.32631511947080777,-0.19325568857641715,-0.1842029615567545,0.20758682545838947,0.20758682545838947,-0.13181994865904476
F68,0.1250807498446772,0.010554840047630612,0.42148282962608813,0.3533359128844311,-0.1264126630005935,-0.39315958669079976,1.0,0.08093897987053734,0.18151542493133627,0.019821299023290384,0.027326975820739,-0.30566213508885187,0.1349662225410264,0.41090525500686975,0.1987687535248983,0.12134753549026364,-0.2028205668897447,-0.2028205668897447,0.2000615672867652
F126,0.4304479326755002,0.4086918634362174,-0.20288819374769193,0.07022928704622527,0.08909617227035169,0.07894548929708164,0.08093897987053736,0.9999999999999999,0.22228145695799748,-0.10161800813688675,-0.22842638472252572,-0.2586716570984024,0.19127629363001522,0.13415244159313905,0.15127228586718247,0.17227289533329873,0.013815951538906664,0.013815951538906664,0.20687347975503795
F41,0.1537271341263759,0.0452663911701967,-0.14277537270793406,0.014893571363901298,0.038615165959183836,0.02624014482922278,0.18151542493133627,0.22228145695799748,1.0,-0.11545162063221337,-0.1563541400437874,-0.2536879247266698,0.17648582661119255,0.17218938925968427,0.21009611724429517,0.15630455071250332,-0.08400439276620594,-0.08400439276620594,0.22787816477831077
F22,-0.32768758784942686,-0.2543694235981335,0.10590691368768775,0.1702571283476672,-0.09878598826588629,0.18471894535001596,0.019821299023290388,-0.10161800813688675,-0.11545162063221337,0.9999999999999998,0.3265459992502706,0.279534506388377,-0.21563630023175534,-0.12046797579932764,-0.23345317391192566,-0.24206134025553647,0.3172252080686459,0.3172252080686459,-0.1925791604113912
F94,-0.5030912195086219,-0.3820023901634117,-0.09184330552836335,-0.15941962521943132,-0.13186407982936682,0.6393195388045022,0.027326975820739,-0.22842638472252572,-0.1563541400437874,0.32654599925027067,1.0,0.4563726040689986,-0.2627357986134902,-0.2544036645517215,-0.23956646851768038,-0.23318435945776445,0.20995156871395,0.20995156871395,-0.20564383829049887
F77,-0.6891751872708828,-0.3703640840905574,0.23380205752867983,-0.0750621436131816,-0.37128414032053536,0.4603629586783289,-0.3056621350888518,-0.2586716570984024,-0.2536879247266698,0.27953450638837696,0.45637260406899854,0.9999999999999999,-0.4959302495965673,-0.22096168841686162,-0.4186682032653572,-0.41571160360423515,0.13791943725123973,0.13791943725123973,-0.38933089683858535
F110,0.3614224090731759,0.1716480974365709,-0.2798062073238137,0.0483279156533943,0.21175263042815448,-0.21959410600345677,0.1349662225410264,0.19127629363001522,0.17648582661119255,-0.21563630023175537,-0.2627357986134902,-0.49593024959656734,1.0,0.37430800282901955,0.57519557392165,0.9690932106510189,-0.008947111097087105,-0.008947111097087105,0.6088748044014952
F116,0.17367497073340563,0.10091650468213695,0.25877488886578903,0.34449664405482283,-0.21899958109539336,-0.3263151194708078,0.41090525500686975,0.13415244159313905,0.17218938925968427,-0.12046797579932765,-0.25440366455172153,-0.22096168841686162,0.37430800282901955,0.9999999999999998,0.653452295915489,0.39870109071492854,-0.16817273350204764,-0.16817273350204764,0.690917654598626
F115,0.3023183725985493,0.15785604406031217,-0.2151929814515247,0.04460215050988778,0.10103378829667439,-0.19325568857641715,0.19876875352489828,0.15127228586718247,0.2100961172442952,-0.23345317391192566,-0.23956646851768038,-0.4186682032653572,0.5751955739216499,0.653452295915489,0.9999999999999999,0.5707649957253768,-0.04000840456291102,-0.04000840456291102,0.8708162516378067
