,F23,F25,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F61,F62,F64,F65,F66,F67,F68,F69,F70,F72,F73,F74,F77,F79,F83,F84,F88,F94,F95,F101,F102,F103,F104,F105,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,category
F23,1.0,0.03579706235898535,0.07612113870463036,-0.07965990955966008,0.05136284021195026,0.041648221869356135,-0.031570515228881206,-0.134799906428416,0.05155678498338382,0.0716874634585095,0.11806905284669593,0.02601352210232743,0.08071763633329337,-0.00803707318417489,-0.1617334565187309,0.08111112249670353,0.046182526096088826,0.06701586709605171,-0.046083170943307154,0.08745580783686827,0.23691711682319788,0.19341668394172412,0.018254041284896452,0.017131374343944298,0.03661693202425207,,0.0430526749052346,0.017131374343944152,0.06233627963892813,0.0430526749052346,0.034254631910158456,-0.00982579984148907,0.10752318712093767,-0.08485512359075052,0.2251849287461322,-0.08817534197310889,0.165332159056236,0.17095071441738943,-0.0006596000561440074,-0.09614245216831281,-0.02722927195653144,0.3280008478780714,0.21441315233433067,0.10752318712093754,-0.08485512359075076,0.06256544903920125,0.03000948800994584,0.07203895793977831,0.18542355571346794,0.08337664080338997
F25,0.03579706235898535,1.0,-0.10712708889103642,-0.06460535524824935,0.09590039415298168,-0.15900255662714882,-0.028257686662665003,-0.14621407421408364,-0.0801079741192632,0.46120669877416776,0.43187461816382205,0.5489952479018069,0.47871629299607926,0.41609685207130764,-0.23207600106720125,0.1605231949486388,-0.039943464313792025,0.5385211594414766,0.43324347717138856,0.5444531379982885,-0.13367697998601075,0.4690379461994123,0.012622251688796568,0.24493769831132714,0.997031872978552,,0.09308734708645919,0.24493769831132706,0.12851364418253378,0.09308734708645919,-0.1999320653074,0.2605179980883435,0.551486922496119,0.4287489029479966,0.020368163080707265,0.4127914051030022,0.231308257501192,0.09531255582772649,-0.22347391147419055,-0.0778510744615937,-0.0444959753309278,0.1736420752813201,-0.14723735721629422,0.5514869224961185,0.4287489029479963,0.12852753294946712,-0.13749598804197508,-0.048226384913796126,-0.1997490522103326,-0.036575116048269816
F34,0.07612113870463035,-0.10712708889103642,1.0,0.10840651882531822,0.2849118558173188,-0.03717466286226528,0.18147772473001467,-0.05784688841451475,0.15119630898455494,-0.08983655911127914,-0.10839696152090189,-0.10273230193695994,-0.10051689867848107,-0.04640126537598588,0.0270997048421615,0.10644044496389227,0.08297276598475765,-0.08996920450696749,0.06645177097693097,-0.09362669921382966,-0.0881819293790854,-0.07316658931062013,0.26276896285726914,-0.015554638443312278,-0.10376786859726524,,-0.1301741557908294,-0.01555463844331229,0.12122105500692097,-0.1301741557908294,-0.024353326277598935,-0.030064688417324365,-0.1095610643120163,-0.07439702439933187,-0.020609475928177974,0.013190924610816064,0.26715711211956594,0.29770294807795045,-0.21576695466755805,0.12649349377055022,0.08084008657955473,-0.02556430949747278,0.0959218142633173,-0.10956106431201615,-0.07439702439933178,0.12099462766724595,0.02963324148630222,0.055077483208719615,0.15562629536963143,0.06087830468058641
F35,-0.07965990955966008,-0.06460535524824935,0.10840651882531824,1.0,0.6065371227816917,0.008778299986783852,0.941156740652354,0.8412255492827894,0.6851364490651332,0.06512567426075072,0.0418734261870265,0.00426405548834211,0.0483076410344391,0.08603395350027979,0.377742250671483,0.5548532111216853,0.07122341717498767,-0.00826671503015472,0.17547130051657764,-0.025825768598420087,-0.18547297246310632,-0.14506920239276255,0.4315075962504602,0.08563769083698268,-0.0711184133815821,,-0.4024522028415798,0.08563769083698282,0.12435117502035493,-0.4024522028415798,-0.142768959464026,0.09255606315081913,-0.036750727130069584,-0.19981992120694103,-0.12184614541828243,0.11244452530599348,0.37824020512461953,0.26929066514346894,-0.17279908773075914,0.23187037094604362,-0.040420428854621895,-0.2239125544851049,0.0907303877437734,-0.03675072713006991,-0.19981992120694111,0.12414881123171419,0.005142393586742984,0.23437130452351657,0.08158554964238691,0.17774829435493836
F36,0.05136284021195026,0.0959003941529817,0.28491185581731887,0.6065371227816917,1.0,0.07323569448275831,0.8216546845680578,0.08036063150725055,0.458002572723681,0.06956142954302728,0.03121190493129654,0.051985195458250345,0.05554038236531004,0.11118302625892962,0.01101316593673736,0.6220519771825939,0.04352996465742469,0.07884378061670795,0.2876933700905926,0.07643338606025597,-0.128533346568402,0.07215986313689442,0.39202214806564417,0.1340884251906992,0.09243659130770847,,-0.41470559909063087,0.1340884251906993,0.30457369102701604,-0.41470559909063087,-0.0942691586294005,0.12216438203321786,0.05471203635384933,-0.16523379545894462,-0.14513342935781634,0.1694211564488124,0.7356176698389045,0.5751681223068742,-0.22127049238091318,0.21512218331805086,0.00781686212254958,-0.18359718805585248,0.08228993866613526,0.05471203635384932,-0.16523379545894462,0.3043979245340068,-0.06158003319828741,0.17395399680842055,0.054760731223581896,0.13192752539301872
F37,0.04164822186935614,-0.1590025566271488,-0.03717466286226528,0.008778299986783852,0.07323569448275831,1.0,0.1560398299204177,-0.03879917527761562,0.16101829408006038,0.08045138143429839,0.070131661045499,0.0880839597245289,0.0804267400724405,0.08000951342103571,0.002569330664402409,0.04166712477231753,-0.026508998574929925,0.08573211888100822,-0.04878010630380532,0.08434714557808232,0.004253160661143761,0.05606086906271317,0.01931562370292472,0.00773083903543401,-0.16064873447589278,,-0.0711766527555291,0.007730839035433969,-0.02848358824719122,-0.0711766527555291,-0.036697490382642466,0.005622360151392075,0.08157798468032079,-0.06266267026296989,0.01788289350161644,-0.05299876636989,0.014384520126158677,0.10651679407618761,-0.024577867607152044,-0.015222984702662333,0.027565263073241718,-0.0519210215875954,0.150495109352148,0.08157798468032075,-0.0626626702629699,-0.02853094884785691,-0.006239445005779496,0.05480082267588531,0.017647905571971666,0.04156120041951928
F38,-0.031570515228881206,-0.028257686662665007,0.18147772473001467,0.941156740652354,0.8216546845680578,0.1560398299204177,1.0,0.6211607540635898,0.6799743350521338,0.08255133346841163,0.050132706967519036,0.03368536968219423,0.06527205822003058,0.11325741509043435,0.27173832958292654,0.6362342327344901,0.06385609602754168,0.03484093854532391,0.2285712155108836,0.02132690371318611,-0.17999663717872835,-0.0681041852226301,0.45800127904301274,0.11296742859065528,-0.03439421305378208,,-0.45246531884635943,0.11296742859065532,0.20135853962731276,-0.45246531884635943,-0.14162728652182818,0.11302929502650669,0.004927462268382904,-0.21237269960404986,-0.13969985218561762,0.13809405772388442,0.5515592206780535,0.4241434966633365,-0.2101244323022014,0.24470504726992617,-0.022236957824604643,-0.23515331341847187,0.11407342713810298,0.004927462268383269,-0.21237269960405003,0.20114218882585624,-0.020750231540804666,0.23920188664793104,0.08087031133982966,0.18141183044824025
F39,-0.134799906428416,-0.1462140742140836,-0.05784688841451474,0.8412255492827893,0.08036063150725055,-0.03879917527761562,0.6211607540635898,1.0,0.5474913051318826,0.03434261244000187,0.031271053483203144,-0.03000712166769563,0.022792872564202406,0.03225032054224151,0.4660883245607355,0.2725910981664404,0.05969032244448386,-0.06398245090622383,0.024341072726847938,-0.0843571407052075,-0.14511842785398904,-0.23094716491941122,0.2743857325139247,0.016176502594857395,-0.15202394770366426,,-0.2225327128627842,0.01617650259485746,-0.05122817524267106,-0.2225327128627842,-0.11488179454648957,0.03295916305238339,-0.08328203493396633,-0.13814682354391172,-0.054060024936830174,0.025756066956397095,-0.026061143013276646,-0.05353674671621884,-0.06616237258396779,0.14440163850253274,-0.0559912824097103,-0.15586372627138617,0.057787272763373705,-0.08328203493396592,-0.13814682354391158,-0.05136234847450854,0.04832510328718075,0.17553386771404852,0.06504381260141617,0.13312570688263106
F40,0.05155678498338383,-0.08010797411926318,0.15119630898455494,0.685136449065133,0.458002572723681,0.16101829408006038,0.6799743350521338,0.5474913051318826,1.0,0.12638778345573068,0.14531357119831265,0.054216394021483594,0.1230379648669349,0.07553778409644271,0.33050752776249187,0.4574983473383592,-0.028893244706418183,0.04396594755019916,0.2765369575665892,0.037286590963751816,-0.15843958567895466,-0.04616983990284115,0.27128383602553197,0.1623840816115517,-0.07999849020176109,,-0.38841821918708325,0.1623840816115517,0.2698900926773268,-0.38841821918708325,-0.12606478761078432,0.1656432415656486,0.052107203197345034,-0.13403301905859571,-0.14246755547287135,0.08890822372339553,0.5486331184358257,0.4437854406378004,-0.22432438097735777,0.06160805102108829,0.052032226468717926,-0.13431560873863665,0.08630793322603598,0.0521072031973449,-0.13403301905859563,0.2697196995783052,-0.024067375754234222,0.059368545465710694,-0.05334206408667667,0.04502538276312243
F41,0.0716874634585095,0.4612066987741678,-0.08983655911127914,0.06512567426075072,0.06956142954302727,0.08045138143429839,0.08255133346841163,0.03434261244000187,0.12638778345573068,1.0,0.946550947917062,0.9360181037385229,0.9962511625379507,0.8877042893275424,0.1940332880210677,0.3229497805871968,-0.11997966695605365,0.9667388164541992,0.6103022142779094,0.9647710007155337,-0.16956682953211102,0.7367430503321946,0.060498857206247744,0.13111629788512136,0.4689422049794165,,-0.13521369169762135,0.1311162978851215,0.05041841603295438,-0.13521369169762135,-0.530723786205436,0.14440231055084798,0.9580370756089228,0.5256110394758057,-0.05485780119024572,0.5922990068409224,0.302831155676011,0.05792423376875132,-0.3170687665268173,-0.10760340433150886,-0.11515202206163215,0.18497641845401375,-0.14148713909589833,0.9580370756089227,0.5256110394758049,0.05091448098902258,-0.0927050445601833,-0.047812246590466345,-0.1987677870854522,-0.03626103160542995
