F72,F25,F65,F68,F101,F104,F105,F94,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,category
10814,1620,4,44,0.5135135135135135,0.4042553191489361,1.0,17,2,0.0,0.2142857142857142,0.141524205324399,-0.5714285714285714,0.141524205324399,-1.0,8468,887,52,open
10814,1620,4,44,0.9594594594594594,0.4042553191489361,0.6,17,2,-1.0,0.3055555555555556,0.2314909314373225,-0.3611111111111111,0.2314909314373225,-1.0,8571,887,52,open
10896,1629,3,44,0.3734939759036144,0.3272727272727272,1.0,17,2,0.0,0.1,0.141524205324399,-0.8,0.141524205324399,-1.0,9809,887,67,open
10896,1629,3,44,0.6867469879518072,0.3272727272727272,1.0,17,3,-1.0,0.0376344086021505,0.089737984519044,-0.9247311827956988,0.089737984519044,-1.0,5359,887,67,open
6533,848,8,44,0.6347305389221557,0.1627906976744186,0.1363636363636363,17,1,-1.0,0.1553398058252427,0.0001589727162699383,-0.6601941747572816,0.0001589727162699383,-1.0,4290,887,140,open
6533,848,8,44,0.2155688622754491,0.1627906976744186,1.0,17,2,0.0,0.0851063829787234,0.2314909314373225,-0.7872340425531915,0.2314909314373225,-1.0,4290,887,140,open
6533,848,8,44,0.8922155688622755,0.1627906976744186,1.0,17,2,-1.0,0.25,0.2314909314373225,-0.5,0.2314909314373225,-1.0,4290,887,140,open
4011,372,2,44,0.6349206349206349,0.5483870967741935,1.0,17,1,-1.0,0.1111111111111111,0.1028656140182551,-0.5555555555555556,0.1028656140182551,-1.0,1768,887,39,open
4653,484,24,44,0.1538461538461538,0.1111111111111111,0.5,17,1,-1.0,0.0,0.1028656140182551,-1.0,0.1028656140182551,-1.0,801,887,613,open
4653,484,24,44,0.9959514170040484,0.1111111111111111,0.8,17,2,-1.0,0.1578947368421052,0.089737984519044,-0.5789473684210527,0.089737984519044,-1.0,5860,887,613,open
5999,744,37,44,0.5514511873350924,0.1047297297297297,1.0,17,2,-1.0,0.029126213592233,0.089737984519044,-0.941747572815534,0.089737984519044,-1.0,10092,887,485,open
12664,1991,10,69,1.1168831168831168,0.3541666666666667,1.0,10,3,-0.5,0.15,0.2314909314373225,-0.7,0.2314909314373225,-1.0,10421,85,31,open
